name,composition,manufacturer,pack_size,mrp,is_symptomatic
Ascoril Syrup,Ascoril + Excipients,Pharma_49,15,49.96,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_84,23,327.88,True
Volini 500mg,Volini + Excipients,Pharma_26,29,400.01,False
Medicine_9776,Unknown Composition,Pharma_89,25,483.48,False
Crocin Syrup,Crocin + Excipients,Pharma_18,10,434.26,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_44,2,288.71,True
Cefixime Tablet,Cefixime + Excipients,Pharma_99,2,405.62,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_41,15,337.02,False
Medicine_2091,Unknown Composition,Pharma_82,2,175.85,False
Crocin Syrup,Crocin + Excipients,Pharma_25,10,190.85,False
Medicine_7516,Unknown Composition,Pharma_7,27,24.0,False
Tramadol Syrup,Tramadol + Excipients,Pharma_42,10,286.9,False
Volini 500mg,Volini + Excipients,Pharma_27,2,116.96,False
Cefixime Tablet,Cefixime + Excipients,Pharma_61,12,337.54,False
Medicine_5463,Unknown Composition,Pharma_25,8,295.11,False
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_75,7,308.2,False
Medicine_7276,Unknown Composition,Pharma_23,14,418.86,False
Medicine_7933,Unknown Composition,Pharma_14,14,474.6,False
Medicine_7495,Unknown Composition,Pharma_66,22,461.73,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_80,17,271.4,True
Medicine_3086,Unknown Composition,Pharma_15,3,84.54,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_64,20,382.36,False
Medicine_6125,Unknown Composition,Pharma_54,17,465.47,False
Tramadol Syrup,Tramadol + Excipients,Pharma_75,4,28.25,False
Medicine_6869,Unknown Composition,Pharma_79,19,411.64,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_71,23,62.84,False
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_21,19,191.21,True
Diclofenac 650mg,Diclofenac + Excipients,Pharma_77,6,190.1,False
Benadryl 650mg,Benadryl + Excipients,Pharma_79,24,22.6,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_1,1,19.81,False
Medicine_7710,Unknown Composition,Pharma_63,8,492.98,False
Medicine_9714,Unknown Composition,Pharma_37,21,443.78,False
Maxtra 650mg,Maxtra + Excipients,Pharma_84,2,11.28,False
Medicine_2447,Unknown Composition,Pharma_85,27,246.39,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_20,24,318.72,True
Medicine_5964,Unknown Composition,Pharma_22,29,38.74,False
Augmentin Tablet,Augmentin + Excipients,Pharma_50,15,339.95,False
Medicine_6447,Unknown Composition,Pharma_20,7,387.89,False
Medicine_6722,Unknown Composition,Pharma_94,29,326.41,False
Ascoril Syrup,Ascoril + Excipients,Pharma_83,3,466.04,False
Medicine_6845,Unknown Composition,Pharma_38,1,35.72,False
Otrivin 650mg,Otrivin + Excipients,Pharma_50,9,343.92,False
Medicine_5261,Unknown Composition,Pharma_83,9,260.2,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_38,28,120.6,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_14,12,96.06,True
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_97,4,409.24,True
Sinarest Syrup,Sinarest + Excipients,Pharma_24,22,392.66,False
Medicine_7005,Unknown Composition,Pharma_68,3,275.36,False
Volini Tablet,Volini + Excipients,Pharma_90,1,137.56,False
Volini Syrup,Volini + Excipients,Pharma_32,11,174.28,False
Medicine_9929,Unknown Composition,Pharma_52,3,77.96,False
Medicine_8615,Unknown Composition,Pharma_41,26,382.06,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_10,23,156.6,False
Medicine_6597,Unknown Composition,Pharma_66,9,471.73,False
Sumo 650mg,Sumo + Excipients,Pharma_72,19,84.22,False
Medicine_7284,Unknown Composition,Pharma_86,28,477.74,False
Medicine_4432,Unknown Composition,Pharma_88,3,331.5,False
Medicine_3954,Unknown Composition,Pharma_85,5,11.29,False
Medicine_3039,Unknown Composition,Pharma_82,25,73.46,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_16,8,234.76,True
Medicine_7217,Unknown Composition,Pharma_97,11,285.31,False
Medicine_9333,Unknown Composition,Pharma_29,29,222.51,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_69,6,245.08,False
Otrivin 500mg,Otrivin + Excipients,Pharma_66,16,204.36,False
Medicine_5324,Unknown Composition,Pharma_53,7,254.58,False
Tramadol 650mg,Tramadol + Excipients,Pharma_90,16,335.44,False
Combiflam Tablet,Combiflam + Excipients,Pharma_81,9,429.7,False
Diclofenac Tablet,Diclofenac + Excipients,Pharma_74,2,36.59,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_54,15,250.13,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_56,10,29.59,False
Medicine_1869,Unknown Composition,Pharma_92,4,285.13,False
Ascoril 650mg,Ascoril + Excipients,Pharma_78,11,14.53,False
Tramadol 650mg,Tramadol + Excipients,Pharma_58,10,404.54,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_54,1,306.38,True
Sinarest Tablet,Sinarest + Excipients,Pharma_47,4,408.0,False
Diclofenac 650mg,Diclofenac + Excipients,Pharma_42,8,253.34,False
Sumo Tablet,Sumo + Excipients,Pharma_72,14,239.12,False
Maxtra Tablet,Maxtra + Excipients,Pharma_30,1,364.49,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_39,20,212.74,True
Diclofenac 650mg,Diclofenac + Excipients,Pharma_66,9,255.38,False
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_50,13,28.88,True
Ascoril Tablet,Ascoril + Excipients,Pharma_52,3,67.33,False
Volini Tablet,Volini + Excipients,Pharma_44,19,472.76,False
Medicine_9929,Unknown Composition,Pharma_75,9,265.19,False
Medicine_6413,Unknown Composition,Pharma_27,2,394.25,False
Combiflam 500mg,Combiflam + Excipients,Pharma_6,23,172.42,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_87,23,410.5,False
Medicine_5943,Unknown Composition,Pharma_51,10,334.21,False
Otrivin 650mg,Otrivin + Excipients,Pharma_79,10,354.58,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_29,13,389.89,True
Crocin 500mg,Crocin + Excipients,Pharma_17,2,426.85,False
Otrivin Tablet,Otrivin + Excipients,Pharma_46,17,236.76,False
Medicine_5015,Unknown Composition,Pharma_52,14,383.18,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_72,7,442.12,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_70,26,288.91,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_13,14,80.47,True
Volini Syrup,Volini + Excipients,Pharma_93,12,457.5,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_17,16,305.15,True
Crocin Syrup,Crocin + Excipients,Pharma_57,1,436.47,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_16,17,321.13,True
Sumo 500mg,Sumo + Excipients,Pharma_24,9,145.49,False
Medicine_8599,Unknown Composition,Pharma_66,1,359.71,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_45,9,183.53,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_7,17,383.56,True
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_63,5,464.94,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_34,17,250.88,False
Benadryl 650mg,Benadryl + Excipients,Pharma_52,24,286.3,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_84,24,214.63,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_48,24,348.43,True
Medicine_1099,Unknown Composition,Pharma_99,4,52.67,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_87,26,242.78,False
Otrivin Tablet,Otrivin + Excipients,Pharma_81,23,220.41,False
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_23,28,304.54,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_74,13,172.92,False
Medicine_5830,Unknown Composition,Pharma_15,26,436.14,False
Medicine_5262,Unknown Composition,Pharma_49,3,111.56,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_29,18,426.12,True
Benadryl Tablet,Benadryl + Excipients,Pharma_69,22,153.59,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_35,1,102.42,True
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_87,26,76.35,False
Maxtra Tablet,Maxtra + Excipients,Pharma_59,23,144.63,False
Combiflam 650mg,Combiflam + Excipients,Pharma_3,15,238.91,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_9,4,363.71,False
Medicine_8350,Unknown Composition,Pharma_3,24,423.3,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_87,6,377.64,False
Tramadol Tablet,Tramadol + Excipients,Pharma_28,9,131.83,False
Sumo Tablet,Sumo + Excipients,Pharma_72,15,46.33,False
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_95,8,324.15,False
Medicine_4666,Unknown Composition,Pharma_63,11,80.25,False
Otrivin 650mg,Otrivin + Excipients,Pharma_90,16,196.0,False
Medicine_2585,Unknown Composition,Pharma_3,26,226.02,False
Sinarest 650mg,Sinarest + Excipients,Pharma_1,7,189.97,False
Crocin Syrup,Crocin + Excipients,Pharma_48,6,128.4,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_12,11,376.46,True
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_16,14,448.12,True
Combiflam Tablet,Combiflam + Excipients,Pharma_47,14,370.55,False
Medicine_8153,Unknown Composition,Pharma_75,4,232.89,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_14,2,372.68,True
Medicine_2560,Unknown Composition,Pharma_22,26,484.3,False
Medicine_3119,Unknown Composition,Pharma_3,24,168.2,False
Sinarest 500mg,Sinarest + Excipients,Pharma_87,29,89.8,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_90,27,250.02,False
Sumo 500mg,Sumo + Excipients,Pharma_26,3,349.69,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_41,1,426.75,False
Medicine_4380,Unknown Composition,Pharma_34,14,87.1,False
Otrivin Syrup,Otrivin + Excipients,Pharma_18,5,158.24,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_88,18,343.8,False
Combiflam 500mg,Combiflam + Excipients,Pharma_65,16,202.8,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_81,29,380.44,False
Medicine_3579,Unknown Composition,Pharma_30,15,39.46,False
Medicine_6827,Unknown Composition,Pharma_76,8,263.54,False
Medicine_9592,Unknown Composition,Pharma_60,12,110.17,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_95,13,342.24,False
Diclofenac 650mg,Diclofenac + Excipients,Pharma_90,5,28.48,False
Combiflam 500mg,Combiflam + Excipients,Pharma_85,14,355.65,False
Volini 500mg,Volini + Excipients,Pharma_85,15,125.17,False
Medicine_3028,Unknown Composition,Pharma_71,15,66.69,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_92,11,76.77,False
Sumo Syrup,Sumo + Excipients,Pharma_83,5,423.37,False
Medicine_5637,Unknown Composition,Pharma_73,20,62.0,False
Volini Tablet,Volini + Excipients,Pharma_43,5,96.69,False
Benadryl Syrup,Benadryl + Excipients,Pharma_6,20,423.61,False
Medicine_9900,Unknown Composition,Pharma_60,3,407.86,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_93,25,86.85,True
Ascoril Tablet,Ascoril + Excipients,Pharma_8,5,49.01,False
Medicine_8422,Unknown Composition,Pharma_31,19,259.77,False
Medicine_4808,Unknown Composition,Pharma_95,5,420.6,False
Medicine_1284,Unknown Composition,Pharma_27,6,54.89,False
Medicine_1934,Unknown Composition,Pharma_6,2,368.23,False
Medicine_5563,Unknown Composition,Pharma_81,5,390.36,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_61,24,73.96,False
Volini 500mg,Volini + Excipients,Pharma_77,21,442.72,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_47,21,171.41,True
Volini Tablet,Volini + Excipients,Pharma_1,17,321.58,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_54,20,302.87,False
Medicine_5394,Unknown Composition,Pharma_60,10,499.27,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_68,25,388.85,True
Crocin Tablet,Crocin + Excipients,Pharma_90,20,397.06,False
Medicine_4353,Unknown Composition,Pharma_71,29,377.52,False
Diclofenac 650mg,Diclofenac + Excipients,Pharma_18,22,413.47,False
Medicine_9567,Unknown Composition,Pharma_48,16,391.09,False
Maxtra 650mg,Maxtra + Excipients,Pharma_3,28,392.07,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_63,3,183.36,True
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_11,24,374.87,False
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_86,25,61.27,False
Crocin Syrup,Crocin + Excipients,Pharma_11,13,349.42,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_36,16,415.52,True
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_13,17,379.91,False
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_94,20,144.11,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_58,3,340.6,True
Maxtra 650mg,Maxtra + Excipients,Pharma_73,17,252.84,False
Medicine_5514,Unknown Composition,Pharma_70,20,460.02,False
Medicine_2653,Unknown Composition,Pharma_28,11,34.62,False
Tramadol 500mg,Tramadol + Excipients,Pharma_39,20,178.24,False
Medicine_6975,Unknown Composition,Pharma_25,6,251.73,False
Augmentin 500mg,Augmentin + Excipients,Pharma_15,24,260.84,False
Volini Syrup,Volini + Excipients,Pharma_15,9,480.13,False
Medicine_2143,Unknown Composition,Pharma_59,17,171.26,False
Medicine_7339,Unknown Composition,Pharma_38,6,198.29,False
Benadryl 500mg,Benadryl + Excipients,Pharma_93,19,446.58,False
Azithromycin Syrup,Azithromycin + Excipients,Pharma_43,28,232.12,True
Volini 500mg,Volini + Excipients,Pharma_73,21,410.96,False
Medicine_9693,Unknown Composition,Pharma_25,1,99.38,False
Medicine_9839,Unknown Composition,Pharma_75,28,116.8,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_13,2,45.86,True
Volini 500mg,Volini + Excipients,Pharma_46,17,94.88,False
Sumo Tablet,Sumo + Excipients,Pharma_86,14,315.45,False
Otrivin Syrup,Otrivin + Excipients,Pharma_18,26,491.65,False
Medicine_5654,Unknown Composition,Pharma_18,19,227.48,False
Medicine_1146,Unknown Composition,Pharma_52,10,25.09,False
Diclofenac 650mg,Diclofenac + Excipients,Pharma_95,1,345.63,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_53,12,11.28,False
Medicine_9735,Unknown Composition,Pharma_45,16,464.43,False
Medicine_8985,Unknown Composition,Pharma_13,3,50.46,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_6,26,459.5,True
Benadryl 500mg,Benadryl + Excipients,Pharma_68,10,89.76,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_84,7,272.19,True
Medicine_8081,Unknown Composition,Pharma_17,29,79.88,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_48,25,327.65,True
Medicine_2401,Unknown Composition,Pharma_20,2,71.72,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_75,16,76.17,False
Medicine_4984,Unknown Composition,Pharma_31,6,133.33,False
Maxtra 500mg,Maxtra + Excipients,Pharma_78,25,40.49,False
Medicine_7200,Unknown Composition,Pharma_20,24,323.62,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_78,22,152.86,False
Cetirizine Tablet,Cetirizine + Excipients,Pharma_92,4,231.56,True
Maxtra 650mg,Maxtra + Excipients,Pharma_31,26,30.35,False
Medicine_4404,Unknown Composition,Pharma_49,11,316.66,False
Ambroxol Tablet,Ambroxol + Excipients,Pharma_32,24,490.98,False
Medicine_9796,Unknown Composition,Pharma_16,8,332.37,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_51,29,245.26,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_64,1,446.75,True
Ascoril 650mg,Ascoril + Excipients,Pharma_50,16,99.25,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_82,29,185.8,True
Ascoril 650mg,Ascoril + Excipients,Pharma_51,12,87.11,False
Ascoril Tablet,Ascoril + Excipients,Pharma_11,23,145.51,False
Medicine_7485,Unknown Composition,Pharma_9,27,106.97,False
Medicine_9809,Unknown Composition,Pharma_4,9,231.76,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_34,5,184.81,True
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_6,27,458.47,False
Crocin 500mg,Crocin + Excipients,Pharma_95,14,163.72,False
Medicine_8545,Unknown Composition,Pharma_14,20,169.63,False
Combiflam 650mg,Combiflam + Excipients,Pharma_56,8,307.58,False
Crocin 650mg,Crocin + Excipients,Pharma_18,23,171.48,False
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_70,11,274.02,False
Tramadol Syrup,Tramadol + Excipients,Pharma_30,20,92.64,False
Tramadol Tablet,Tramadol + Excipients,Pharma_95,21,358.62,False
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_19,24,384.39,True
Tramadol 500mg,Tramadol + Excipients,Pharma_49,24,235.24,False
Medicine_9182,Unknown Composition,Pharma_53,28,406.06,False
Medicine_7978,Unknown Composition,Pharma_53,14,187.57,False
Medicine_3053,Unknown Composition,Pharma_56,29,20.79,False
Maxtra 650mg,Maxtra + Excipients,Pharma_30,10,428.83,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_22,15,13.84,True
Ascoril 650mg,Ascoril + Excipients,Pharma_16,1,245.95,False
Benadryl 500mg,Benadryl + Excipients,Pharma_55,10,60.64,False
Volini Syrup,Volini + Excipients,Pharma_97,20,340.63,False
Ascoril 500mg,Ascoril + Excipients,Pharma_6,16,410.95,False
Crocin 650mg,Crocin + Excipients,Pharma_87,10,174.65,False
Tramadol 500mg,Tramadol + Excipients,Pharma_97,4,87.25,False
Medicine_7716,Unknown Composition,Pharma_49,20,124.36,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_69,25,387.7,False
Otrivin 650mg,Otrivin + Excipients,Pharma_48,14,491.42,False
Medicine_6487,Unknown Composition,Pharma_34,15,354.83,False
Medicine_5407,Unknown Composition,Pharma_39,21,315.48,False
Sinarest 500mg,Sinarest + Excipients,Pharma_18,4,187.99,False
Otrivin Tablet,Otrivin + Excipients,Pharma_53,14,290.75,False
Medicine_6490,Unknown Composition,Pharma_84,9,294.52,False
Medicine_8578,Unknown Composition,Pharma_79,6,98.31,False
Medicine_5010,Unknown Composition,Pharma_70,21,260.47,False
Tramadol 500mg,Tramadol + Excipients,Pharma_46,15,14.42,False
Medicine_4218,Unknown Composition,Pharma_15,18,159.62,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_62,19,91.44,True
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_84,11,414.65,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_52,21,286.6,True
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_95,23,197.78,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_74,6,102.41,False
Medicine_6887,Unknown Composition,Pharma_12,13,294.97,False
Diclofenac Tablet,Diclofenac + Excipients,Pharma_11,25,443.94,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_44,16,380.86,True
Medicine_1905,Unknown Composition,Pharma_57,29,419.65,False
Medicine_1184,Unknown Composition,Pharma_91,27,496.28,False
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_35,26,193.89,True
Paracetamol 500mg,Paracetamol + Excipients,Pharma_44,18,138.43,True
Maxtra 650mg,Maxtra + Excipients,Pharma_19,18,222.82,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_46,16,162.03,True
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_65,22,198.03,True
Medicine_7313,Unknown Composition,Pharma_96,8,225.05,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_95,19,337.41,True
Cetirizine Syrup,Cetirizine + Excipients,Pharma_66,22,327.91,True
Tramadol Tablet,Tramadol + Excipients,Pharma_93,1,248.23,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_41,29,195.85,False
Ascoril 500mg,Ascoril + Excipients,Pharma_22,6,113.6,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_55,23,118.63,True
Medicine_2774,Unknown Composition,Pharma_50,25,255.0,False
Medicine_1417,Unknown Composition,Pharma_46,28,309.68,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_17,10,41.82,True
Medicine_2100,Unknown Composition,Pharma_20,12,269.96,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_13,17,158.55,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_74,22,433.88,True
Medicine_1918,Unknown Composition,Pharma_23,25,93.15,False
Medicine_1244,Unknown Composition,Pharma_46,24,225.25,False
Otrivin 650mg,Otrivin + Excipients,Pharma_77,11,202.9,False
Medicine_2706,Unknown Composition,Pharma_16,3,389.59,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_98,20,208.53,False
Medicine_4890,Unknown Composition,Pharma_29,9,393.0,False
Medicine_7619,Unknown Composition,Pharma_92,13,221.07,False
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_48,11,455.81,False
Medicine_8402,Unknown Composition,Pharma_60,22,164.51,False
Medicine_6586,Unknown Composition,Pharma_54,7,37.33,False
Volini 650mg,Volini + Excipients,Pharma_86,1,45.71,False
Maxtra Tablet,Maxtra + Excipients,Pharma_88,22,271.43,False
Crocin 650mg,Crocin + Excipients,Pharma_53,4,217.62,False
Medicine_1007,Unknown Composition,Pharma_1,3,80.38,False
Augmentin Syrup,Augmentin + Excipients,Pharma_87,26,137.76,False
Medicine_1314,Unknown Composition,Pharma_64,28,331.26,False
Medicine_1572,Unknown Composition,Pharma_11,6,140.39,False
Tramadol 500mg,Tramadol + Excipients,Pharma_49,13,280.48,False
Benadryl 650mg,Benadryl + Excipients,Pharma_45,9,379.39,False
Azithromycin 650mg,Azithromycin + Excipients,Pharma_38,1,386.74,True
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_87,14,491.74,False
Sinarest 500mg,Sinarest + Excipients,Pharma_84,19,143.74,False
Crocin Syrup,Crocin + Excipients,Pharma_98,15,239.09,False
Benadryl Tablet,Benadryl + Excipients,Pharma_3,9,421.22,False
Medicine_7965,Unknown Composition,Pharma_16,6,334.78,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_33,22,201.3,True
Tramadol 500mg,Tramadol + Excipients,Pharma_23,7,226.09,False
Medicine_5260,Unknown Composition,Pharma_54,4,325.23,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_40,19,394.26,False
Medicine_4804,Unknown Composition,Pharma_78,15,58.47,False
Tramadol Syrup,Tramadol + Excipients,Pharma_28,28,138.03,False
Ascoril Syrup,Ascoril + Excipients,Pharma_9,13,283.87,False
Sinarest Tablet,Sinarest + Excipients,Pharma_47,1,186.17,False
Sinarest Syrup,Sinarest + Excipients,Pharma_40,2,181.71,False
Combiflam 500mg,Combiflam + Excipients,Pharma_58,23,129.77,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_22,19,324.49,False
Benadryl Syrup,Benadryl + Excipients,Pharma_61,17,154.6,False
Crocin Syrup,Crocin + Excipients,Pharma_98,12,411.93,False
Medicine_1093,Unknown Composition,Pharma_78,28,141.53,False
Medicine_9529,Unknown Composition,Pharma_9,26,479.09,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_62,21,348.45,False
Medicine_8138,Unknown Composition,Pharma_87,28,289.23,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_71,18,88.79,False
Medicine_6762,Unknown Composition,Pharma_25,15,283.78,False
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_63,24,453.0,False
Medicine_9595,Unknown Composition,Pharma_95,10,223.58,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_93,19,437.71,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_80,2,224.07,True
Ascoril 500mg,Ascoril + Excipients,Pharma_26,24,366.74,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_54,29,390.54,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_30,20,11.7,False
Sumo 650mg,Sumo + Excipients,Pharma_51,16,250.64,False
Medicine_6780,Unknown Composition,Pharma_51,13,469.99,False
Medicine_6688,Unknown Composition,Pharma_60,22,171.16,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_82,12,402.4,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_61,8,176.46,True
Medicine_9242,Unknown Composition,Pharma_82,11,114.21,False
Maxtra 650mg,Maxtra + Excipients,Pharma_56,12,264.68,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_53,8,431.67,False
Maxtra 650mg,Maxtra + Excipients,Pharma_65,29,406.0,False
Medicine_4979,Unknown Composition,Pharma_44,8,117.3,False
Maxtra 500mg,Maxtra + Excipients,Pharma_49,13,404.63,False
Medicine_9489,Unknown Composition,Pharma_75,11,164.79,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_10,22,150.91,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_29,4,383.08,True
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_39,16,232.43,True
Azithromycin Syrup,Azithromycin + Excipients,Pharma_68,26,236.44,True
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_43,28,343.85,False
Medicine_1762,Unknown Composition,Pharma_5,5,326.93,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_42,17,436.9,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_94,21,492.6,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_14,18,237.55,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_57,25,306.76,True
Tramadol Tablet,Tramadol + Excipients,Pharma_49,6,320.07,False
Medicine_9195,Unknown Composition,Pharma_28,28,153.25,False
Medicine_9768,Unknown Composition,Pharma_30,11,435.37,False
Medicine_7706,Unknown Composition,Pharma_83,16,173.07,False
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_38,20,257.53,True
Augmentin 500mg,Augmentin + Excipients,Pharma_26,1,102.83,False
Combiflam 500mg,Combiflam + Excipients,Pharma_81,12,397.99,False
Medicine_1832,Unknown Composition,Pharma_14,5,414.64,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_88,27,179.27,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_47,14,87.29,True
Azithromycin Syrup,Azithromycin + Excipients,Pharma_75,19,259.41,True
Medicine_2066,Unknown Composition,Pharma_93,2,387.76,False
Medicine_4861,Unknown Composition,Pharma_46,21,353.87,False
Ambroxol Tablet,Ambroxol + Excipients,Pharma_25,20,150.01,False
Tramadol 650mg,Tramadol + Excipients,Pharma_8,28,251.71,False
Medicine_5919,Unknown Composition,Pharma_51,5,104.51,False
Benadryl 650mg,Benadryl + Excipients,Pharma_84,10,271.61,False
Medicine_2320,Unknown Composition,Pharma_74,15,84.5,False
Tramadol 650mg,Tramadol + Excipients,Pharma_56,20,493.14,False
Volini 650mg,Volini + Excipients,Pharma_74,17,200.64,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_35,26,58.44,True
Medicine_7617,Unknown Composition,Pharma_8,29,72.01,False
