date,pincode,temperature,humidity,rainfall
2023-09-27,400001,28.8,92.9,22.8
2023-09-28,400001,26.6,88.5,17.9
2023-09-29,400001,24.8,93.3,6.7
2023-09-30,400001,24.1,92.3,1.6
2023-10-01,400001,21.6,58.6,0.0
2023-10-02,400001,24.8,45.1,0.0
2023-10-03,400001,24.4,48.2,0.0
2023-10-04,400001,19.3,46.6,0.0
2023-10-05,400001,25.0,40.8,0.0
2023-10-06,400001,18.7,50.5,0.0
2023-10-07,400001,21.0,52.7,0.0
2023-10-08,400001,27.2,50.2,0.0
2023-10-09,400001,26.0,47.8,0.0
2023-10-10,400001,27.6,48.0,0.0
2023-10-11,400001,23.9,49.6,0.0
2023-10-12,400001,26.8,44.1,0.0
2023-10-13,400001,18.9,43.8,0.0
2023-10-14,400001,20.0,45.5,0.0
2023-10-15,400001,19.2,41.7,0.0
2023-10-16,400001,18.3,42.7,0.0
2023-10-17,400001,20.9,48.7,0.0
2023-10-18,400001,19.0,49.3,0.0
2023-10-19,400001,18.4,41.4,0.0
2023-10-20,400001,27.4,49.8,0.0
2023-10-21,400001,19.2,43.3,0.0
2023-10-22,400001,27.2,54.6,0.0
2023-10-23,400001,20.9,43.1,0.0
2023-10-24,400001,25.1,46.8,0.0
2023-10-25,400001,18.6,56.2,0.0
2023-10-26,400001,19.8,56.0,0.0
2023-10-27,400001,25.8,51.4,0.0
2023-10-28,400001,23.0,45.9,0.0
2023-10-29,400001,25.3,56.7,0.0
2023-10-30,400001,26.7,53.2,0.0
2023-10-31,400001,20.3,48.9,0.0
2023-11-01,400001,23.3,45.2,0.0
2023-11-02,400001,23.9,59.1,0.0
2023-11-03,400001,18.2,49.9,0.0
2023-11-04,400001,28.0,46.3,0.0
2023-11-05,400001,20.5,48.9,0.0
2023-11-06,400001,23.7,46.5,0.0
2023-11-07,400001,27.2,56.6,0.0
2023-11-08,400001,19.4,59.9,0.0
2023-11-09,400001,23.5,56.1,0.0
2023-11-10,400001,25.0,57.3,0.0
2023-11-11,400001,18.6,54.9,0.0
2023-11-12,400001,19.0,46.8,0.0
2023-11-13,400001,26.3,40.6,0.0
2023-11-14,400001,23.6,49.9,0.0
2023-11-15,400001,18.4,52.8,0.0
2023-11-16,400001,22.4,51.9,0.0
2023-11-17,400001,24.7,55.2,0.0
2023-11-18,400001,18.5,41.5,0.0
2023-11-19,400001,22.7,44.8,0.0
2023-11-20,400001,22.5,47.9,0.0
2023-11-21,400001,22.3,53.4,0.0
2023-11-22,400001,25.1,45.1,0.0
2023-11-23,400001,25.9,46.2,0.0
2023-11-24,400001,27.2,48.5,0.0
2023-11-25,400001,24.1,57.9,0.0
2023-11-26,400001,21.6,59.5,0.0
2023-11-27,400001,26.8,42.2,0.0
2023-11-28,400001,20.7,43.3,0.0
2023-11-29,400001,24.2,41.2,0.0
2023-11-30,400001,23.7,57.8,0.0
2023-12-01,400001,24.5,59.6,0.0
2023-12-02,400001,21.8,49.2,0.0
2023-12-03,400001,27.6,51.3,0.0
2023-12-04,400001,27.7,42.5,0.0
2023-12-05,400001,20.3,45.8,0.0
2023-12-06,400001,19.9,57.3,0.0
2023-12-07,400001,23.4,49.9,0.0
2023-12-08,400001,19.1,55.9,0.0
2023-12-09,400001,27.7,53.4,0.0
2023-12-10,400001,23.7,43.9,0.0
2023-12-11,400001,20.0,59.2,0.0
2023-12-12,400001,21.5,46.3,0.0
2023-12-13,400001,24.8,44.7,0.0
2023-12-14,400001,28.0,51.9,0.0
2023-12-15,400001,25.0,50.2,0.0
2023-12-16,400001,27.1,54.8,0.0
2023-12-17,400001,25.8,50.3,0.0
2023-12-18,400001,22.9,44.6,0.0
2023-12-19,400001,23.0,47.2,0.0
2023-12-20,400001,20.4,48.8,0.0
2023-12-21,400001,23.3,50.3,0.0
2023-12-22,400001,23.0,51.8,0.0
2023-12-23,400001,25.8,43.5,0.0
2023-12-24,400001,21.4,46.5,0.0
2023-12-25,400001,19.3,57.6,0.0
2023-12-26,400001,21.7,50.9,0.0
2023-12-27,400001,18.2,43.1,0.0
2023-12-28,400001,27.7,52.0,0.0
2023-12-29,400001,22.4,58.4,0.0
2023-12-30,400001,18.5,47.5,0.0
2023-12-31,400001,18.8,45.4,0.0
2024-01-01,400001,27.4,46.9,0.0
2024-01-02,400001,21.5,53.9,0.0
2024-01-03,400001,21.1,47.4,0.0
2024-01-04,400001,21.8,42.6,0.0
2024-01-05,400001,19.5,55.9,0.0
2024-01-06,400001,23.1,40.8,0.0
2024-01-07,400001,22.7,52.2,0.0
2024-01-08,400001,23.6,41.6,0.0
2024-01-09,400001,26.3,41.8,0.0
2024-01-10,400001,20.1,40.6,0.0
2024-01-11,400001,25.5,45.0,0.0
2024-01-12,400001,27.2,51.5,0.0
2024-01-13,400001,18.8,53.7,0.0
2024-01-14,400001,24.5,45.6,0.0
2024-01-15,400001,22.0,44.7,0.0
2024-01-16,400001,25.6,58.1,0.0
2024-01-17,400001,21.8,54.4,0.0
2024-01-18,400001,19.8,51.8,0.0
2024-01-19,400001,22.6,42.9,0.0
2024-01-20,400001,22.3,42.8,0.0
2024-01-21,400001,27.0,55.5,0.0
2024-01-22,400001,21.6,53.3,0.0
2024-01-23,400001,22.8,43.8,0.0
2024-01-24,400001,19.6,56.4,0.0
2024-01-25,400001,26.3,52.8,0.0
2024-01-26,400001,18.5,56.1,0.0
2024-01-27,400001,25.3,43.8,0.0
2024-01-28,400001,24.7,49.8,0.0
2024-01-29,400001,24.2,50.3,0.0
2024-01-30,400001,20.7,54.6,0.0
2024-01-31,400001,19.7,42.4,0.0
2024-02-01,400001,25.3,52.5,0.0
2024-02-02,400001,18.5,41.3,0.0
2024-02-03,400001,28.0,48.0,0.0
2024-02-04,400001,25.5,46.6,0.0
2024-02-05,400001,26.0,51.3,0.0
2024-02-06,400001,18.1,58.0,0.0
2024-02-07,400001,18.7,55.8,0.0
2024-02-08,400001,26.9,43.4,0.0
2024-02-09,400001,20.2,57.3,0.0
2024-02-10,400001,22.4,40.7,0.0
2024-02-11,400001,21.8,46.1,0.0
2024-02-12,400001,22.7,43.3,0.0
2024-02-13,400001,28.0,57.6,0.0
2024-02-14,400001,18.2,55.1,0.0
2024-02-15,400001,21.7,43.8,0.0
2024-02-16,400001,26.1,48.4,0.0
2024-02-17,400001,23.8,57.1,0.0
2024-02-18,400001,27.6,58.8,0.0
2024-02-19,400001,26.1,47.5,0.0
2024-02-20,400001,23.4,52.2,0.0
2024-02-21,400001,24.3,47.9,0.0
2024-02-22,400001,22.4,42.0,0.0
2024-02-23,400001,26.8,51.4,0.0
2024-02-24,400001,20.1,50.8,0.0
2024-02-25,400001,18.7,49.7,0.0
2024-02-26,400001,25.5,48.8,0.0
2024-02-27,400001,21.5,59.6,0.0
2024-02-28,400001,24.1,43.0,0.0
2024-02-29,400001,22.0,44.7,0.0
2024-03-01,400001,32.9,52.8,0.0
2024-03-02,400001,32.6,66.6,0.0
2024-03-03,400001,31.0,54.6,0.0
2024-03-04,400001,28.5,66.3,0.0
2024-03-05,400001,36.7,67.3,0.0
2024-03-06,400001,33.9,60.3,0.0
2024-03-07,400001,35.3,50.6,0.0
2024-03-08,400001,32.8,69.2,0.0
2024-03-09,400001,36.0,52.2,0.0
2024-03-10,400001,35.3,62.7,0.0
2024-03-11,400001,29.9,68.4,0.0
2024-03-12,400001,32.2,59.4,0.0
2024-03-13,400001,37.1,64.3,0.0
2024-03-14,400001,31.1,56.2,0.0
2024-03-15,400001,35.5,54.7,0.0
2024-03-16,400001,29.3,53.7,0.0
2024-03-17,400001,33.8,57.5,0.0
2024-03-18,400001,31.3,65.1,0.0
2024-03-19,400001,34.8,59.6,0.0
2024-03-20,400001,36.9,58.9,0.0
2024-03-21,400001,37.1,53.2,0.0
2024-03-22,400001,35.2,59.0,0.0
2024-03-23,400001,36.5,52.6,0.0
2024-03-24,400001,30.8,52.6,0.0
2024-03-25,400001,34.7,50.7,0.0
2024-03-26,400001,36.4,50.5,0.0
2024-03-27,400001,35.3,63.4,0.0
2024-03-28,400001,33.2,65.8,0.0
2024-03-29,400001,33.0,51.9,0.0
2024-03-30,400001,28.7,65.6,0.0
2024-03-31,400001,36.9,59.4,0.0
2024-04-01,400001,29.7,67.6,0.0
2024-04-02,400001,37.8,68.5,0.0
2024-04-03,400001,28.1,67.5,0.0
2024-04-04,400001,30.0,60.7,0.0
2024-04-05,400001,37.8,63.3,0.0
2024-04-06,400001,29.0,63.6,0.0
2024-04-07,400001,28.9,65.6,0.0
2024-04-08,400001,34.7,61.7,0.0
2024-04-09,400001,31.9,63.2,0.0
2024-04-10,400001,37.7,55.0,0.0
2024-04-11,400001,28.4,62.4,0.0
2024-04-12,400001,30.8,67.8,0.0
2024-04-13,400001,36.1,56.5,0.0
2024-04-14,400001,32.1,56.5,0.0
2024-04-15,400001,35.6,60.7,0.0
2024-04-16,400001,35.2,53.1,0.0
2024-04-17,400001,29.7,57.6,0.0
2024-04-18,400001,35.3,53.5,0.0
2024-04-19,400001,28.9,54.8,0.0
2024-04-20,400001,28.3,59.9,0.0
2024-04-21,400001,36.9,67.7,0.0
2024-04-22,400001,33.0,67.9,0.0
2024-04-23,400001,28.0,65.3,0.0
2024-04-24,400001,29.8,69.2,0.0
2024-04-25,400001,37.7,50.6,0.0
2024-04-26,400001,32.4,53.2,0.0
2024-04-27,400001,35.4,56.5,0.0
2024-04-28,400001,32.6,69.1,0.0
2024-04-29,400001,33.1,69.2,0.0
2024-04-30,400001,36.0,51.5,0.0
2024-05-01,400001,28.4,68.8,0.0
2024-05-02,400001,35.8,61.7,0.0
2024-05-03,400001,33.4,52.0,0.0
2024-05-04,400001,37.9,66.7,0.0
2024-05-05,400001,31.1,60.4,0.0
2024-05-06,400001,36.5,59.8,0.0
2024-05-07,400001,29.1,66.7,0.0
2024-05-08,400001,37.3,62.8,0.0
2024-05-09,400001,37.2,56.0,0.0
2024-05-10,400001,33.2,50.9,0.0
2024-05-11,400001,37.9,66.4,0.0
2024-05-12,400001,36.1,68.6,0.0
2024-05-13,400001,34.5,59.2,0.0
2024-05-14,400001,32.7,65.5,0.0
2024-05-15,400001,29.6,65.6,0.0
2024-05-16,400001,32.6,68.2,0.0
2024-05-17,400001,34.5,61.9,0.0
2024-05-18,400001,34.3,56.8,0.0
2024-05-19,400001,37.2,64.3,0.0
2024-05-20,400001,29.7,53.0,0.0
2024-05-21,400001,28.4,66.5,0.0
2024-05-22,400001,31.4,66.5,0.0
2024-05-23,400001,29.2,66.8,0.0
2024-05-24,400001,35.7,52.7,0.0
2024-05-25,400001,35.2,52.7,0.0
2024-05-26,400001,34.1,59.5,0.0
2024-05-27,400001,33.2,63.6,0.0
2024-05-28,400001,29.7,60.2,0.0
2024-05-29,400001,30.0,66.2,0.0
2024-05-30,400001,36.2,65.2,0.0
2024-05-31,400001,32.0,52.8,0.0
2024-06-01,400001,25.7,83.3,10.8
2024-06-02,400001,26.5,82.7,1.8
2024-06-03,400001,26.9,90.9,9.4
2024-06-04,400001,25.4,88.0,11.0
2024-06-05,400001,28.9,85.0,7.8
2024-06-06,400001,24.3,82.5,2.4
2024-06-07,400001,28.4,88.9,4.5
2024-06-08,400001,29.9,76.8,1.2
2024-06-09,400001,29.7,72.9,4.5
2024-06-10,400001,24.4,74.0,4.9
2024-06-11,400001,25.7,80.0,19.2
2024-06-12,400001,24.7,85.0,1.3
2024-06-13,400001,29.2,83.4,26.6
2024-06-14,400001,27.6,87.0,5.1
2024-06-15,400001,28.1,78.3,29.0
2024-06-16,400001,25.1,89.4,8.1
2024-06-17,400001,26.1,85.6,28.0
2024-06-18,400001,27.5,75.8,0.4
2024-06-19,400001,27.1,88.9,6.3
2024-06-20,400001,27.7,89.0,2.5
2024-06-21,400001,26.9,71.2,1.8
2024-06-22,400001,25.2,75.4,10.2
2024-06-23,400001,24.1,86.6,7.8
2024-06-24,400001,26.2,88.3,6.0
2024-06-25,400001,25.0,78.8,9.1
2024-06-26,400001,27.2,85.8,8.7
2024-06-27,400001,26.5,89.6,0.4
2024-06-28,400001,24.5,87.6,0.4
2024-06-29,400001,28.8,75.9,58.9
2024-06-30,400001,30.0,87.1,4.8
2024-07-01,400001,26.3,93.1,2.5
2024-07-02,400001,28.5,82.1,20.9
2024-07-03,400001,29.7,85.1,65.1
2024-07-04,400001,29.1,87.0,6.4
2024-07-05,400001,24.8,80.5,39.6
2024-07-06,400001,28.8,74.8,17.3
2024-07-07,400001,29.4,77.6,6.9
2024-07-08,400001,26.6,83.8,2.1
2024-07-09,400001,24.6,78.9,2.1
2024-07-10,400001,28.7,89.9,2.9
2024-07-11,400001,24.0,90.5,7.4
2024-07-12,400001,25.8,82.8,8.8
2024-07-13,400001,29.8,80.9,17.2
2024-07-14,400001,28.5,83.3,6.8
2024-07-15,400001,25.9,79.0,5.5
2024-07-16,400001,29.8,74.1,6.5
2024-07-17,400001,28.9,78.5,1.3
2024-07-18,400001,28.1,92.0,53.9
2024-07-19,400001,25.9,72.4,0.6
2024-07-20,400001,25.1,82.9,17.8
2024-07-21,400001,25.9,92.8,10.9
2024-07-22,400001,29.1,72.6,9.8
2024-07-23,400001,28.1,73.5,16.8
2024-07-24,400001,27.8,83.8,24.8
2024-07-25,400001,28.1,85.1,17.6
2024-07-26,400001,29.2,87.3,2.0
2024-07-27,400001,28.8,92.2,5.0
2024-07-28,400001,27.5,76.0,1.1
2024-07-29,400001,28.3,79.1,29.3
2024-07-30,400001,28.9,85.4,22.4
2024-07-31,400001,26.9,94.0,5.2
2024-08-01,400001,24.4,77.8,3.4
2024-08-02,400001,26.7,94.5,2.1
2024-08-03,400001,29.0,74.1,9.3
2024-08-04,400001,29.7,89.4,4.4
2024-08-05,400001,27.7,87.7,13.1
2024-08-06,400001,24.7,91.4,9.9
2024-08-07,400001,26.6,91.8,9.4
2024-08-08,400001,24.2,94.2,8.5
2024-08-09,400001,24.1,84.7,6.5
2024-08-10,400001,28.8,89.0,18.0
2024-08-11,400001,27.4,83.6,17.3
2024-08-12,400001,28.8,73.4,16.9
2024-08-13,400001,29.5,88.4,3.7
2024-08-14,400001,26.1,89.8,12.1
2024-08-15,400001,28.6,91.1,1.3
2024-08-16,400001,24.7,87.5,9.3
2024-08-17,400001,27.3,84.5,20.1
2024-08-18,400001,26.7,85.4,23.4
2024-08-19,400001,24.7,81.8,14.8
2024-08-20,400001,29.1,85.6,5.6
2024-08-21,400001,24.4,81.1,31.8
2024-08-22,400001,25.7,87.1,3.7
2024-08-23,400001,26.3,75.6,23.0
2024-08-24,400001,26.0,87.3,3.9
2024-08-25,400001,24.4,94.6,4.0
2024-08-26,400001,25.5,72.6,17.3
2024-08-27,400001,25.6,81.7,19.2
2024-08-28,400001,28.5,76.4,39.1
2024-08-29,400001,26.2,93.0,29.1
2024-08-30,400001,26.7,89.3,23.5
2024-08-31,400001,26.1,94.7,16.5
2024-09-01,400001,25.8,77.1,3.5
2024-09-02,400001,28.8,80.1,66.4
2024-09-03,400001,24.5,74.7,15.6
2024-09-04,400001,24.6,79.4,45.0
2024-09-05,400001,27.0,81.3,9.5
2024-09-06,400001,28.7,93.7,6.4
2024-09-07,400001,26.7,80.9,18.4
2024-09-08,400001,25.5,90.9,5.6
2024-09-09,400001,26.1,75.6,62.3
2024-09-10,400001,24.2,85.0,16.1
2024-09-11,400001,27.8,87.0,8.6
2024-09-12,400001,25.5,94.4,3.6
2024-09-13,400001,28.8,70.6,10.9
2024-09-14,400001,29.5,88.3,10.5
2024-09-15,400001,29.7,74.6,15.5
2024-09-16,400001,24.7,72.7,15.0
2024-09-17,400001,26.6,91.3,0.9
2024-09-18,400001,24.3,83.4,24.5
2024-09-19,400001,27.6,93.6,19.6
2024-09-20,400001,25.4,79.1,4.4
2024-09-21,400001,26.7,77.5,5.8
2024-09-22,400001,26.5,84.1,40.3
2024-09-23,400001,29.4,93.3,32.3
2024-09-24,400001,26.9,82.2,15.4
2024-09-25,400001,26.0,73.5,18.1
2024-09-26,400001,26.3,92.3,34.0
2024-09-27,400001,29.4,87.6,20.1
2024-09-28,400001,30.0,72.4,19.9
2024-09-29,400001,24.6,86.4,30.5
2024-09-30,400001,24.6,74.7,61.0
2024-10-01,400001,23.7,55.7,0.0
2024-10-02,400001,25.9,43.4,0.0
2024-10-03,400001,24.3,54.2,0.0
2024-10-04,400001,18.2,57.2,0.0
2024-10-05,400001,19.4,55.4,0.0
2024-10-06,400001,18.1,52.0,0.0
2024-10-07,400001,18.1,52.2,0.0
2024-10-08,400001,26.3,48.5,0.0
2024-10-09,400001,21.5,56.4,0.0
2024-10-10,400001,27.6,40.7,0.0
2024-10-11,400001,25.0,56.3,0.0
2024-10-12,400001,23.4,45.2,0.0
2024-10-13,400001,26.2,54.0,0.0
2024-10-14,400001,20.8,51.7,0.0
2024-10-15,400001,22.7,42.0,0.0
2024-10-16,400001,22.4,48.8,0.0
2024-10-17,400001,21.2,45.4,0.0
2024-10-18,400001,19.7,45.5,0.0
2024-10-19,400001,27.5,40.6,0.0
2024-10-20,400001,19.0,48.0,0.0
2024-10-21,400001,23.9,49.6,0.0
2024-10-22,400001,24.9,40.7,0.0
2024-10-23,400001,19.4,41.9,0.0
2024-10-24,400001,23.7,51.6,0.0
2024-10-25,400001,25.8,58.9,0.0
2024-10-26,400001,22.2,44.0,0.0
2024-10-27,400001,20.4,52.7,0.0
2024-10-28,400001,27.4,45.8,0.0
2024-10-29,400001,24.3,50.3,0.0
2024-10-30,400001,20.2,43.7,0.0
2024-10-31,400001,18.9,59.0,0.0
2024-11-01,400001,24.1,58.3,0.0
2024-11-02,400001,19.9,48.4,0.0
2024-11-03,400001,25.3,56.0,0.0
2024-11-04,400001,25.3,43.8,0.0
2024-11-05,400001,21.6,45.3,0.0
2024-11-06,400001,27.9,55.9,0.0
2024-11-07,400001,24.0,46.7,0.0
2024-11-08,400001,22.8,42.9,0.0
2024-11-09,400001,25.8,50.0,0.0
2024-11-10,400001,21.5,50.1,0.0
2024-11-11,400001,24.5,46.8,0.0
2024-11-12,400001,18.0,52.6,0.0
2024-11-13,400001,23.5,57.7,0.0
2024-11-14,400001,23.6,45.7,0.0
2024-11-15,400001,27.2,42.1,0.0
2024-11-16,400001,21.4,53.9,0.0
2024-11-17,400001,19.0,59.1,0.0
2024-11-18,400001,19.9,45.6,0.0
2024-11-19,400001,27.8,58.9,0.0
2024-11-20,400001,25.6,52.3,0.0
2024-11-21,400001,19.3,47.6,0.0
2024-11-22,400001,26.3,46.2,0.0
2024-11-23,400001,18.7,57.6,0.0
2024-11-24,400001,25.5,58.2,0.0
2024-11-25,400001,20.4,47.5,0.0
2024-11-26,400001,23.9,56.9,0.0
2024-11-27,400001,18.7,41.4,0.0
2024-11-28,400001,27.3,55.0,0.0
2024-11-29,400001,19.5,42.1,0.0
2024-11-30,400001,27.1,56.9,0.0
2024-12-01,400001,19.6,57.6,0.0
2024-12-02,400001,26.5,43.5,0.0
2024-12-03,400001,22.7,45.3,0.0
2024-12-04,400001,26.9,40.1,0.0
2024-12-05,400001,27.1,56.0,0.0
2024-12-06,400001,19.8,44.7,0.0
2024-12-07,400001,21.5,44.2,0.0
2024-12-08,400001,27.8,55.8,0.0
2024-12-09,400001,21.8,53.1,0.0
2024-12-10,400001,26.3,54.0,0.0
2024-12-11,400001,20.4,40.9,0.0
2024-12-12,400001,19.0,56.4,0.0
2024-12-13,400001,26.9,41.2,0.0
2024-12-14,400001,19.3,53.9,0.0
2024-12-15,400001,19.0,44.5,0.0
2024-12-16,400001,24.4,51.7,0.0
2024-12-17,400001,28.0,55.9,0.0
2024-12-18,400001,21.9,56.5,0.0
2024-12-19,400001,20.6,49.2,0.0
2024-12-20,400001,20.0,50.6,0.0
2024-12-21,400001,24.3,42.3,0.0
2024-12-22,400001,23.6,51.7,0.0
2024-12-23,400001,18.2,44.9,0.0
2024-12-24,400001,21.1,40.8,0.0
2024-12-25,400001,27.0,57.5,0.0
2024-12-26,400001,24.0,46.8,0.0
2024-12-27,400001,26.2,52.0,0.0
2024-12-28,400001,26.8,54.3,0.0
2024-12-29,400001,20.0,43.3,0.0
2024-12-30,400001,19.0,57.7,0.0
2024-12-31,400001,19.5,41.0,0.0
2022-01-01,400002,20.0,48.8,0.0
2022-01-02,400002,21.5,46.6,0.0
2022-01-03,400002,26.1,49.1,0.0
2022-01-04,400002,21.8,52.5,0.0
2022-01-05,400002,26.2,55.3,0.0
2022-01-06,400002,18.4,54.4,0.0
2022-01-07,400002,18.6,41.5,0.0
2022-01-08,400002,23.0,45.4,0.0
2022-01-09,400002,20.9,42.4,0.0
2022-01-10,400002,25.8,51.3,0.0
2022-01-11,400002,22.9,44.5,0.0
2022-01-12,400002,23.1,41.6,0.0
2022-01-13,400002,25.1,45.4,0.0
2022-01-14,400002,24.7,52.2,0.0
2022-01-15,400002,24.0,58.3,0.0
2022-01-16,400002,26.3,49.0,0.0
2022-01-17,400002,18.8,46.2,0.0
2022-01-18,400002,26.7,56.4,0.0
2022-01-19,400002,24.8,58.1,0.0
2022-01-20,400002,23.5,59.0,0.0
2022-01-21,400002,18.1,55.4,0.0
2022-01-22,400002,23.5,46.8,0.0
2022-01-23,400002,27.0,50.3,0.0
2022-01-24,400002,20.3,41.4,0.0
2022-01-25,400002,24.1,42.2,0.0
2022-01-26,400002,19.3,49.2,0.0
2022-01-27,400002,25.1,45.5,0.0
2022-01-28,400002,19.1,48.6,0.0
2022-01-29,400002,26.1,54.5,0.0
2022-01-30,400002,21.7,58.6,0.0
2022-01-31,400002,24.4,55.8,0.0
2022-02-01,400002,24.3,40.0,0.0
2022-02-02,400002,19.4,52.0,0.0
2022-02-03,400002,27.8,57.7,0.0
2022-02-04,400002,24.3,40.1,0.0
2022-02-05,400002,19.2,48.3,0.0
2022-02-06,400002,22.7,57.4,0.0
2022-02-07,400002,27.0,49.5,0.0
2022-02-08,400002,18.5,57.4,0.0
2022-02-09,400002,27.3,47.6,0.0
2022-02-10,400002,27.9,51.8,0.0
2022-02-11,400002,23.8,56.7,0.0
2022-02-12,400002,18.9,44.6,0.0
2022-02-13,400002,27.0,47.2,0.0
2022-02-14,400002,27.1,52.4,0.0
2022-02-15,400002,18.4,57.8,0.0
2022-02-16,400002,19.6,51.6,0.0
2022-02-17,400002,23.9,52.1,0.0
2022-02-18,400002,27.1,44.5,0.0
2022-02-19,400002,24.8,53.1,0.0
2022-02-20,400002,24.6,43.0,0.0
2022-02-21,400002,19.2,59.9,0.0
2022-02-22,400002,21.9,59.9,0.0
2022-02-23,400002,23.8,56.9,0.0
2022-02-24,400002,26.2,46.8,0.0
2022-02-25,400002,22.4,48.3,0.0
2022-02-26,400002,27.5,42.0,0.0
2022-02-27,400002,21.2,55.5,0.0
2022-02-28,400002,20.8,59.5,0.0
2022-03-01,400002,36.3,69.2,0.0
2022-03-02,400002,32.9,56.9,0.0
2022-03-03,400002,34.7,50.8,0.0
2022-03-04,400002,31.4,65.6,0.0
2022-03-05,400002,36.1,69.8,0.0
2022-03-06,400002,37.5,65.5,0.0
2022-03-07,400002,29.4,63.5,0.0
2022-03-08,400002,30.6,64.4,0.0
2022-03-09,400002,36.5,50.6,0.0
2022-03-10,400002,35.6,61.2,0.0
2022-03-11,400002,35.9,59.3,0.0
2022-03-12,400002,32.7,53.4,0.0
2022-03-13,400002,37.0,60.2,0.0
2022-03-14,400002,35.3,57.9,0.0
2022-03-15,400002,36.1,59.0,0.0
2022-03-16,400002,32.6,60.3,0.0
2022-03-17,400002,36.8,51.8,0.0
2022-03-18,400002,36.6,50.1,0.0
2022-03-19,400002,34.0,64.4,0.0
2022-03-20,400002,32.3,57.9,0.0
2022-03-21,400002,31.4,58.0,0.0
2022-03-22,400002,36.4,56.7,0.0
2022-03-23,400002,31.8,61.6,0.0
2022-03-24,400002,32.8,57.4,0.0
2022-03-25,400002,35.1,63.4,0.0
2022-03-26,400002,37.6,53.9,0.0
2022-03-27,400002,28.4,65.9,0.0
2022-03-28,400002,31.0,54.1,0.0
2022-03-29,400002,32.9,63.9,0.0
2022-03-30,400002,37.3,52.3,0.0
2022-03-31,400002,32.5,50.9,0.0
2022-04-01,400002,37.2,69.6,0.0
2022-04-02,400002,34.2,61.4,0.0
2022-04-03,400002,31.8,57.6,0.0
2022-04-04,400002,35.8,67.5,0.0
2022-04-05,400002,35.7,58.1,0.0
2022-04-06,400002,30.5,55.1,0.0
2022-04-07,400002,29.3,50.2,0.0
2022-04-08,400002,30.2,58.0,0.0
2022-04-09,400002,30.2,50.6,0.0
2022-04-10,400002,33.8,56.6,0.0
2022-04-11,400002,29.0,51.6,0.0
2022-04-12,400002,30.6,55.8,0.0
2022-04-13,400002,35.0,68.7,0.0
2022-04-14,400002,31.4,68.2,0.0
2022-04-15,400002,34.9,54.9,0.0
2022-04-16,400002,32.3,58.1,0.0
2022-04-17,400002,33.1,60.9,0.0
2022-04-18,400002,34.8,56.9,0.0
2022-04-19,400002,36.2,63.5,0.0
2022-04-20,400002,31.1,66.0,0.0
2022-04-21,400002,35.8,56.0,0.0
2022-04-22,400002,29.1,64.0,0.0
2022-04-23,400002,31.2,54.9,0.0
2022-04-24,400002,30.1,68.9,0.0
2022-04-25,400002,29.9,66.0,0.0
2022-04-26,400002,32.4,53.0,0.0
2022-04-27,400002,34.6,54.4,0.0
2022-04-28,400002,31.3,58.7,0.0
2022-04-29,400002,32.4,67.8,0.0
2022-04-30,400002,29.5,67.3,0.0
2022-05-01,400002,35.1,51.0,0.0
2022-05-02,400002,28.3,51.7,0.0
2022-05-03,400002,34.4,53.9,0.0
2022-05-04,400002,30.5,56.6,0.0
2022-05-05,400002,38.0,68.9,0.0
2022-05-06,400002,28.7,66.7,0.0
2022-05-07,400002,35.5,53.0,0.0
2022-05-08,400002,31.6,62.0,0.0
2022-05-09,400002,30.6,69.1,0.0
2022-05-10,400002,33.2,66.6,0.0
2022-05-11,400002,29.7,56.6,0.0
2022-05-12,400002,29.3,69.0,0.0
2022-05-13,400002,29.0,68.1,0.0
2022-05-14,400002,34.8,63.6,0.0
2022-05-15,400002,33.3,62.0,0.0
2022-05-16,400002,28.8,58.7,0.0
2022-05-17,400002,37.0,68.6,0.0
2022-05-18,400002,28.2,58.7,0.0
2022-05-19,400002,35.0,60.9,0.0
2022-05-20,400002,37.7,67.7,0.0
2022-05-21,400002,37.2,68.7,0.0
2022-05-22,400002,28.0,64.7,0.0
2022-05-23,400002,33.4,58.0,0.0
2022-05-24,400002,30.5,53.3,0.0
2022-05-25,400002,37.4,58.0,0.0
2022-05-26,400002,31.1,61.1,0.0
2022-05-27,400002,31.6,70.0,0.0
2022-05-28,400002,30.1,50.8,0.0
2022-05-29,400002,34.0,61.6,0.0
2022-05-30,400002,36.6,60.9,0.0
2022-05-31,400002,28.0,52.9,0.0
2022-06-01,400002,29.2,83.6,11.0
2022-06-02,400002,27.0,82.2,7.3
2022-06-03,400002,26.3,93.7,19.8
2022-06-04,400002,27.5,93.9,13.4
2022-06-05,400002,26.7,83.2,13.8
2022-06-06,400002,25.2,85.3,3.0
2022-06-07,400002,26.5,89.7,1.7
2022-06-08,400002,28.3,79.9,9.4
2022-06-09,400002,28.8,89.5,52.0
2022-06-10,400002,29.1,86.5,22.0
2022-06-11,400002,25.1,78.0,6.1
2022-06-12,400002,25.0,94.0,7.6
2022-06-13,400002,28.8,79.7,9.9
2022-06-14,400002,25.4,83.0,26.0
2022-06-15,400002,25.3,85.2,3.0
2022-06-16,400002,26.5,87.6,17.8
2022-06-17,400002,26.4,93.3,41.6
2022-06-18,400002,27.4,82.7,2.6
2022-06-19,400002,27.6,91.2,17.7
2022-06-20,400002,29.1,75.6,2.0
2022-06-21,400002,27.2,72.2,4.2
2022-06-22,400002,26.5,72.2,3.6
